"Tshirt_name","Tshirt_image","Tshirt_rating","Tshirt_no_of_ratings","Tshirt_cstmr_rating_name","Tshirt_cstmr_rating_cstmr_review","Tshirt_cstmr_rating_date"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/51-qs9Dy8nL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","600","5.0 out of 5 stars","Very good fabric","Reviewed in India on 22 October 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/51-qs9Dy8nL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","600","5.0 out of 5 stars","Good quality and design T shirt","Reviewed in India on 18 November 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41+lVUQWJgL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","349","4.0 out of 5 stars","the product is awesome. But as per the size chart given I ...","Reviewed in India on 6 December 2017"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41+lVUQWJgL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","349","4.0 out of 5 stars","Nice t shirt ..","Reviewed in India on 8 October 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41+lVUQWJgL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","349","1.0 out of 5 stars","Worst quality","Reviewed in India on 20 September 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41+lVUQWJgL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","349","1.0 out of 5 stars","Very bad quality","Reviewed in India on 24 December 2018"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41+lVUQWJgL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","349","1.0 out of 5 stars","Wasted my money","Reviewed in India on 27 March 2018"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41+lVUQWJgL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","349","2.0 out of 5 stars","Two Stars","Reviewed in India on 21 January 2018"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41+lVUQWJgL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","349","1.0 out of 5 stars","Feels like cheap stuff","Reviewed in India on 27 March 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41+lVUQWJgL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","349","3.0 out of 5 stars","Three Stars","Reviewed in India on 9 December 2017"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41U51pQIPHL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","384","4.0 out of 5 stars","Best Purchase Ever","Reviewed in India on 28 October 2018"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41U51pQIPHL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","384","3.0 out of 5 stars","Bad experience with that...","Reviewed in India on 7 June 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41U51pQIPHL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","384","2.0 out of 5 stars","Not good, Shrinks after a wash","Reviewed in India on 4 June 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41U51pQIPHL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","384","2.0 out of 5 stars","Good fit but the quality is compromised","Reviewed in India on 24 May 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41U51pQIPHL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","384","2.0 out of 5 stars","Below average","Reviewed in India on 28 June 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41U51pQIPHL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","384","2.0 out of 5 stars","Dont buy.","Reviewed in India on 22 June 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41U51pQIPHL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","384","4.0 out of 5 stars","Best quality in 200 rupees t-shirts. Good fabric and comfortable","Reviewed in India on 8 September 2019"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41U51pQIPHL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","384","1.0 out of 5 stars","Defective Quality T - Shirts","Reviewed in India on 29 June 2020"
"Veirdo Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41zVV7JQXGL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","373","4.0 out of 5 stars","Just bring it... Nice fit","Reviewed in India on 30 July 2018"
"Veirdo Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41zVV7JQXGL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","373","2.0 out of 5 stars","Quality is OK, Fit is not Good. Scale is not correct","Reviewed in India on 11 April 2019"
"Veirdo Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41zVV7JQXGL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","373","4.0 out of 5 stars","Good for the price.","Reviewed in India on 16 November 2019"
"Veirdo Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41zVV7JQXGL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","373","4.0 out of 5 stars","Good Material","Reviewed in India on 26 May 2019"
"Veirdo Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41zVV7JQXGL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","373","1.0 out of 5 stars","DEFECTIVE PRODUCT - DONT BUY!!","Reviewed in India on 2 July 2020"
"Veirdo Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41zVV7JQXGL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","373","5.0 out of 5 stars","10/10","Reviewed in India on 15 April 2019"
"Veirdo Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41zVV7JQXGL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","373","4.0 out of 5 stars","Best Looking Funky Vest at reasonable Price","Reviewed in India on 29 June 2020"
"Veirdo Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41zVV7JQXGL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","373","5.0 out of 5 stars","I feel so comfortable","Reviewed in India on 19 June 2020"
"EYEBOGLER Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Z2JjKlx7L._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","890","5.0 out of 5 stars","Good product","Reviewed in India on 19 June 2019"
"EYEBOGLER Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Z2JjKlx7L._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","890","2.0 out of 5 stars","Average","Reviewed in India on 17 June 2019"
"EYEBOGLER Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Z2JjKlx7L._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","890","4.0 out of 5 stars","Quality also good..","Reviewed in India on 28 August 2018"
"EYEBOGLER Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Z2JjKlx7L._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","890","5.0 out of 5 stars","Awesome product superb","Reviewed in India on 21 August 2019"
"EYEBOGLER Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Z2JjKlx7L._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","890","2.0 out of 5 stars","AVERAGE PRODUCT-NOT WORTH THE PRICE","Reviewed in India on 26 November 2018"
"EYEBOGLER Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Z2JjKlx7L._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","890","1.0 out of 5 stars","Color mismatched","Reviewed in India on 8 October 2019"
"EYEBOGLER Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Z2JjKlx7L._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","890","3.0 out of 5 stars","Wrong specifications.....","Reviewed in India on 24 January 2019"
"EYEBOGLER Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Z2JjKlx7L._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","890","2.0 out of 5 stars","Product good.","Reviewed in India on 12 October 2019"
"SKYBEN Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/418zU7aCTsL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","14","4.0 out of 5 stars","Buy to wear in house purpose.","Reviewed in India on 19 June 2020"
"SKYBEN Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/418zU7aCTsL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","14","4.0 out of 5 stars","Really cool","Reviewed in India on 28 June 2020"
"SKYBEN Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/418zU7aCTsL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","14","5.0 out of 5 stars","Fabulous","Reviewed in India on 16 June 2020"
"SKYBEN Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/418zU7aCTsL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","14","4.0 out of 5 stars","In this price, this product is best","Reviewed in India on 23 June 2020"
"SKYBEN Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/418zU7aCTsL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","14","4.0 out of 5 stars","Good","Reviewed in India on 30 June 2020"
"SKYBEN Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/418zU7aCTsL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","14","1.0 out of 5 stars","Not satisfied","Reviewed in India on 24 June 2020"
"SKYBEN Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/418zU7aCTsL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","14","5.0 out of 5 stars","Good","Reviewed in India on 27 June 2020"
"Amazon Brand - Symbol Men's Solid Regular fit Half Sleeve Polo","https://images-eu.ssl-images-amazon.com/images/I/31h6UPurRpL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,979","2.0 out of 5 stars","Not expected from Amazon's brand","Reviewed in India on 19 August 2018"
"Amazon Brand - Symbol Men's Solid Regular fit Half Sleeve Polo","https://images-eu.ssl-images-amazon.com/images/I/31h6UPurRpL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,979","2.0 out of 5 stars","Suggestion: Take a WET white handkerchief and rub it ...","Reviewed in India on 28 February 2018"
"Amazon Brand - Symbol Men's Solid Regular fit Half Sleeve Polo","https://images-eu.ssl-images-amazon.com/images/I/31h6UPurRpL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,979","5.0 out of 5 stars","Simple &Stylish","Reviewed in India on 15 May 2019"
"Amazon Brand - Symbol Men's Solid Regular fit Half Sleeve Polo","https://images-eu.ssl-images-amazon.com/images/I/31h6UPurRpL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,979","3.0 out of 5 stars","Must watch this detailed 👉 REVIEW ☺️","Reviewed in India on 2 November 2019"
"Amazon Brand - Symbol Men's Solid Regular fit Half Sleeve Polo","https://images-eu.ssl-images-amazon.com/images/I/31h6UPurRpL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,979","5.0 out of 5 stars","Excellent","Reviewed in India on 14 May 2019"
"Amazon Brand - Symbol Men's Solid Regular fit Half Sleeve Polo","https://images-eu.ssl-images-amazon.com/images/I/31h6UPurRpL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,979","4.0 out of 5 stars","Value for money","Reviewed in India on 20 April 2019"
"Amazon Brand - Symbol Men's Solid Regular fit Half Sleeve Polo","https://images-eu.ssl-images-amazon.com/images/I/31h6UPurRpL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,979","4.0 out of 5 stars","Good Quality Cloth Material with a fit to watch out for!","Reviewed in India on 6 September 2018"
"Amazon Brand - Symbol Men's Solid Regular fit Half Sleeve Polo","https://images-eu.ssl-images-amazon.com/images/I/31h6UPurRpL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,979","5.0 out of 5 stars","Nice product! Go for it.","Reviewed in India on 22 July 2019"
"JUGULAR Men's Printed Vest 97","https://images-eu.ssl-images-amazon.com/images/I/41ahCgpgUXL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","156","5.0 out of 5 stars","Size","Reviewed in India on 4 June 2020"
"JUGULAR Men's Printed Vest 97","https://images-eu.ssl-images-amazon.com/images/I/41ahCgpgUXL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","156","1.0 out of 5 stars","Colour fades","Reviewed in India on 29 June 2020"
"JUGULAR Men's Printed Vest 97","https://images-eu.ssl-images-amazon.com/images/I/41ahCgpgUXL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","156","5.0 out of 5 stars","Pleasantly Surprised","Reviewed in India on 18 June 2020"
"JUGULAR Men's Printed Vest 97","https://images-eu.ssl-images-amazon.com/images/I/41ahCgpgUXL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","156","3.0 out of 5 stars","Okay-ish","Reviewed in India on 27 March 2020"
"JUGULAR Men's Printed Vest 97","https://images-eu.ssl-images-amazon.com/images/I/41ahCgpgUXL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","156","4.0 out of 5 stars","Good quality but check size once!!","Reviewed in India on 19 June 2020"
"JUGULAR Men's Printed Vest 97","https://images-eu.ssl-images-amazon.com/images/I/41ahCgpgUXL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","156","3.0 out of 5 stars","Good","Reviewed in India on 27 February 2020"
"JUGULAR Men's Printed Vest 97","https://images-eu.ssl-images-amazon.com/images/I/41ahCgpgUXL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","156","4.0 out of 5 stars","Satisfactory","Reviewed in India on 3 June 2020"
"JUGULAR Men's Printed Vest 97","https://images-eu.ssl-images-amazon.com/images/I/41ahCgpgUXL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","156","2.0 out of 5 stars","Not good","Reviewed in India on 4 July 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41tM92rkrAL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","169","3.0 out of 5 stars","Average product","Reviewed in India on 13 September 2018"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41tM92rkrAL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","169","5.0 out of 5 stars","Unbelievable Price for Good Quality Tshirts","Reviewed in India on 8 November 2019"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41tM92rkrAL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","169","4.0 out of 5 stars","Great Product at affordable price.","Reviewed in India on 29 June 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41tM92rkrAL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","169","3.0 out of 5 stars","size of stitching is too different for the same product","Reviewed in India on 7 October 2019"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41tM92rkrAL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","169","5.0 out of 5 stars","The quality is amazing Plus. The fit is really good the slleves ...","Reviewed in India on 12 October 2018"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41tM92rkrAL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","169","3.0 out of 5 stars","Improper size and fitting","Reviewed in India on 16 October 2019"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41tM92rkrAL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","169","4.0 out of 5 stars","Irritating SYMBOL logo patch","Reviewed in India on 5 October 2019"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41tM92rkrAL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","169","5.0 out of 5 stars","100% cotton T shirt","Reviewed in India on 5 November 2019"
"STYLENSE Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41RGyFObqAL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,017","2.0 out of 5 stars","No mention of anything anywhere","Reviewed in India on 16 April 2019"
"STYLENSE Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41RGyFObqAL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,017","4.0 out of 5 stars","Gorgeous,like it. 👍👍👍","Reviewed in India on 9 August 2019"
"STYLENSE Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41RGyFObqAL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,017","3.0 out of 5 stars","Quality is good and if u select proper size they will provide ...","Reviewed in India on 6 July 2018"
"STYLENSE Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41RGyFObqAL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,017","4.0 out of 5 stars","happy🤗","Reviewed in India on 25 July 2019"
"STYLENSE Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41RGyFObqAL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,017","5.0 out of 5 stars","Awesome product👍","Reviewed in India on 23 June 2019"
"STYLENSE Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41RGyFObqAL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,017","5.0 out of 5 stars","Good deal","Reviewed in India on 20 July 2019"
"STYLENSE Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41RGyFObqAL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,017","5.0 out of 5 stars","EXCELLENT SOFT EGYPTIANS COTTON MATERIAL","Reviewed in India on 29 October 2019"
"STYLENSE Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41RGyFObqAL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","1,017","1.0 out of 5 stars","Waste of money","Reviewed in India on 31 January 2020"
"Katso Mens Cotton Hooded T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41PFtd5FnOL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","5,803","2.0 out of 5 stars","Bad quality","Reviewed in India on 1 December 2018"
"Katso Mens Cotton Hooded T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41PFtd5FnOL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","5,803","5.0 out of 5 stars","Good Quality","Reviewed in India on 15 October 2018"
"Katso Mens Cotton Hooded T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41PFtd5FnOL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","5,803","3.0 out of 5 stars","It fits slim, and okay for under Rs.300/- not more than that.","Reviewed in India on 26 July 2018"
"Katso Mens Cotton Hooded T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41PFtd5FnOL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","5,803","4.0 out of 5 stars","Good one","Reviewed in India on 26 January 2019"
"Katso Mens Cotton Hooded T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41PFtd5FnOL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","5,803","1.0 out of 5 stars","Not a worth buy","Reviewed in India on 8 January 2019"
"Katso Mens Cotton Hooded T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41PFtd5FnOL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","5,803","5.0 out of 5 stars","Nice tshirt","Reviewed in India on 11 November 2018"
"Katso Mens Cotton Hooded T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41PFtd5FnOL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","5,803","4.0 out of 5 stars","Looks good.","Reviewed in India on 26 January 2019"
"Katso Mens Cotton Hooded T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41PFtd5FnOL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","5,803","2.0 out of 5 stars","Not satisfied","Reviewed in India on 10 December 2018"
"fanideaz Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41TJghsZvRL._AC_UL260_SR200,260_.jpg","3.2 out of 5 stars","619","4.0 out of 5 stars","Super comfortable, soft fabric","Reviewed in India on 11 September 2018"
"fanideaz Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41TJghsZvRL._AC_UL260_SR200,260_.jpg","3.2 out of 5 stars","619","5.0 out of 5 stars","Great product very satisfied with purchase.","Reviewed in India on 6 October 2018"
"fanideaz Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41TJghsZvRL._AC_UL260_SR200,260_.jpg","3.2 out of 5 stars","619","2.0 out of 5 stars","High priced , product images inappropriate","Reviewed in India on 14 October 2018"
"fanideaz Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41TJghsZvRL._AC_UL260_SR200,260_.jpg","3.2 out of 5 stars","619","2.0 out of 5 stars","Below expectation-Quality","Reviewed in India on 22 September 2018"
"fanideaz Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41TJghsZvRL._AC_UL260_SR200,260_.jpg","3.2 out of 5 stars","619","5.0 out of 5 stars","Awesome quality","Reviewed in India on 26 September 2018"
"fanideaz Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41TJghsZvRL._AC_UL260_SR200,260_.jpg","3.2 out of 5 stars","619","3.0 out of 5 stars","Size is non-standard, length is too long, red color leaks after simple hand-wash in plain water","Reviewed in India on 19 April 2019"
"fanideaz Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41TJghsZvRL._AC_UL260_SR200,260_.jpg","3.2 out of 5 stars","619","1.0 out of 5 stars","Worst quality of the product","Reviewed in India on 8 March 2020"
"fanideaz Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41TJghsZvRL._AC_UL260_SR200,260_.jpg","3.2 out of 5 stars","619","2.0 out of 5 stars","Local quality product","Reviewed in India on 8 November 2018"
"AWG - All Weather Gear Men's Regular fit T-Shirt (Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41zeVHLRhuL._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","791","1.0 out of 5 stars","Not the same as the one displayed... wrong product","Reviewed in India on 12 March 2019"
"AWG - All Weather Gear Men's Regular fit T-Shirt (Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41zeVHLRhuL._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","791","1.0 out of 5 stars","Bad Quality Material","Reviewed in India on 13 April 2019"
"AWG - All Weather Gear Men's Regular fit T-Shirt (Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41zeVHLRhuL._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","791","2.0 out of 5 stars","Cheap","Reviewed in India on 25 March 2019"
"AWG - All Weather Gear Men's Regular fit T-Shirt (Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41zeVHLRhuL._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","791","1.0 out of 5 stars","Avoid this.. Its useless.","Reviewed in India on 11 July 2019"
"AWG - All Weather Gear Men's Regular fit T-Shirt (Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41zeVHLRhuL._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","791","3.0 out of 5 stars","Review","Reviewed in India on 10 May 2019"
"AWG - All Weather Gear Men's Regular fit T-Shirt (Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41zeVHLRhuL._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","791","5.0 out of 5 stars","A little tight.","Reviewed in India on 30 April 2019"
"AWG - All Weather Gear Men's Regular fit T-Shirt (Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41zeVHLRhuL._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","791","1.0 out of 5 stars","Never buy it","Reviewed in India on 5 June 2019"
"AWG - All Weather Gear Men's Regular fit T-Shirt (Pack of 2)","https://images-eu.ssl-images-amazon.com/images/I/41zeVHLRhuL._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","791","2.0 out of 5 stars","Not a quality product at this range","Reviewed in India on 19 June 2019"
"WEXFORD Men's Regular Fit Polos (WEX-WFS034C)","https://images-eu.ssl-images-amazon.com/images/I/41OxMF58TCL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","590","2.0 out of 5 stars","not good","Reviewed in India on 19 July 2018"
"WEXFORD Men's Regular Fit Polos (WEX-WFS034C)","https://images-eu.ssl-images-amazon.com/images/I/41OxMF58TCL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","590","5.0 out of 5 stars","Very nice polo. Hubby is very particular with polo's","Reviewed in India on 6 December 2017"
"WEXFORD Men's Regular Fit Polos (WEX-WFS034C)","https://images-eu.ssl-images-amazon.com/images/I/41OxMF58TCL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","590","1.0 out of 5 stars","Defective fabric used","Reviewed in India on 11 November 2018"
"WEXFORD Men's Regular Fit Polos (WEX-WFS034C)","https://images-eu.ssl-images-amazon.com/images/I/41OxMF58TCL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","590","1.0 out of 5 stars","Faulty size","Reviewed in India on 18 April 2019"
"WEXFORD Men's Regular Fit Polos (WEX-WFS034C)","https://images-eu.ssl-images-amazon.com/images/I/41OxMF58TCL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","590","4.0 out of 5 stars","Nice quality and fit","Reviewed in India on 20 August 2019"
"WEXFORD Men's Regular Fit Polos (WEX-WFS034C)","https://images-eu.ssl-images-amazon.com/images/I/41OxMF58TCL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","590","5.0 out of 5 stars","Good fabric and good fitting","Reviewed in India on 12 August 2018"
